FID;OBJECTID;AmbulanceR;BikeAge_Gr;Bike_Age;Bike_Alc_D;Bike_Dir;Bike_Injur;Bike_Pos;Bike_Race;Bike_Sex;City;County;CrashAlcoh;CrashDay;Crash_Date;Crash_Grp;Crash_Hour;Crash_Loc;Crash_Mont;Crash_Time;Crash_Type;Crash_Ty_1;Crash_Year;Crsh_Sevri;Developmen;DrvrAge_Gr;Drvr_Age;Drvr_Alc_D;Drvr_EstSp;Drvr_Injur;Drvr_Race;Drvr_Sex;Drvr_VehTy;ExcsSpdInd;Hit_Run;Light_Cond;Locality;Num_Lanes;Num_Units;Rd_Charact;Rd_Class;Rd_Conditi;Rd_Config;Rd_Defects;Rd_Feature;Rd_Surface;Region;Rural_Urba;Speed_Limi;Traff_Cntr;Weather;Workzone_I;Location
71;72;Yes;20-24;20;No;With Traffic;B: Evident Injury;Travel Lane;Black;Male;Wilson;Wilson;No;01/01/2002;13/02/2007;Motorist Left Turn / Merge;22;Intersection;01/02/2001;01/01/2001 22:46;Motorist Left Turn - Opposite Direction;111212;2007;B: Evident Injury;Residential;30-39;36;No;11-15 mph;O: No Injury;White;Female;Passenger Car;No;No;Dark - Lighted Roadway;Urban (>70% Developed);5 lanes;2;Straight - Level;Local Street;Wet;Two-Way, Not Divided;Road Surface Condition;No Special Feature;Coarse Asphalt;Coastal;Urban;40 - 45  MPH;Stop And Go Signal;Rain;No;35.73195, -77.92268
74;75;No;30-39;38;No;With Traffic;O: No Injury;Travel Lane;White;Male;Jefferson;Ashe;No;01/01/2005;27/04/2007;Bicyclist Failed to Yield - Signalized Intersection;7;Intersection;01/04/2001;01/01/2001 07:36;Bicyclist Failed to Clear - Trapped;111156;2007;O: No Injury;Commercial;60-69;64;No;6-10 mph;O: No Injury;White;Female;Passenger Car;No;No;Daylight;Urban (>70% Developed);4 lanes;2;Straight - Level;US Route;Dry;Two-Way, Not Divided;None;Four-Way Intersection;Smooth Asphalt;Mountains;Rural;30 - 35  MPH;Stop And Go Signal;Clear;No;36.420494, -81.47394
78;79;Yes;40-49;48;No;With Traffic;B: Evident Injury;Travel Lane;White;Male;Cary;Wake;No;01/01/2002;01/05/2007;Motorist Left Turn / Merge;14;Intersection;01/05/2001;01/01/2001 14:46;Motorist Left Turn - Opposite Direction;111212;2007;B: Evident Injury;Residential;30-39;37;No;21-25 mph;O: No Injury;Black;Male;Single Unit Truck (2-Axle, 6-Tire);No;No;Daylight;Urban (>70% Developed);5 lanes;2;Straight - Level;State Secondary Route;Dry;Two-Way, Not Divided;None;T-Intersection;Smooth Asphalt;Piedmont;Urban;20 - 25  MPH;No Control Present;Clear;No;35.767788, -78.76549
87;88;Yes;30-39;34;No;With Traffic;B: Evident Injury;Travel Lane;White;Male;Asheville;Buncombe;No;01/01/2005;23/02/2007;Bicyclist Left Turn / Merge;23;Non-Intersection;01/02/2001;01/01/2001 23:26;Bicyclist Left Turn - Same Direction;311221;2007;B: Evident Injury;Commercial;20-24;24;No;31-35 mph;O: No Injury;White;Female;Passenger Car;No;No;Dark - Roadway Not Lighted;Urban (>70% Developed);4 lanes;2;Straight - Grade;US Route;Dry;Two-Way, Not Divided;None;No Special Feature;Coarse Asphalt;Mountains;Urban;30 - 35  MPH;No Control Present;Clear;No;35.57517, -82.613594
90;91;Yes;20-24;23;No;Facing Traffic;C: Possible Injury;Sidewalk / Crosswalk / Driveway Crossing;Black;Male;Charlotte;Mecklenburg;No;01/01/2002;27/02/2007;Motorist Failed to Yield - Midblock;13;Non-Intersection;01/02/2001;01/01/2001 13:24;Motorist Drive Out - Commercial Driveway / Alley;332322;2007;C: Possible Injury;Commercial;0-19;19;No;0-5 mph;O: No Injury;White;Female;Sport Utility;No;No;Daylight;Urban (>70% Developed);2 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;Driveway, Public;Concrete;Piedmont;Urban;40 - 45  MPH;No Control Present;Clear;No;35.20265, -80.73419
97;98;Yes;60-69;61;No;With Traffic;A: Disabling Injury;Travel Lane;Black;Male;Charlotte;Mecklenburg;No;01/01/2004;01/03/2007;Motorist Right Turn / Merge;16;Non-Intersection;01/03/2001;01/01/2001 16:54;Motorist Right Turn - Same Direction;311213;2007;A: Disabling Injury;Residential;60-69;64;No;11-15 mph;O: No Injury;Black;Male;Passenger Car;No;No;Daylight;Urban (>70% Developed);2 lanes;2;Straight - Grade;Local Street;Wet;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Piedmont;Urban;30 - 35  MPH;No Control Present;Cloudy;No;35.26145, -80.84692
103;104;Yes;30-39;37;No;With Traffic;B: Evident Injury;Travel Lane;White;Male;Charlotte;Mecklenburg;No;01/01/2002;06/03/2007;Head-On;7;Intersection;01/03/2001;01/01/2001 07:58;Head-On - Motorist;111255;2007;B: Evident Injury;Residential;25-29;27;No;11-15 mph;O: No Injury;White;Female;Passenger Car;No;No;Daylight;Urban (>70% Developed);2 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;T-Intersection;Smooth Asphalt;Piedmont;Urban;20 - 25  MPH;Stop Sign;Clear;No;35.17768, -80.84549
106;107;Yes;10-juin;6;No;With Traffic;B: Evident Injury;Travel Lane;Black;Male;Charlotte;Mecklenburg;No;01/01/2003;07/03/2007;Bicyclist Failed to Yield - Sign-Controlled Intersection;17;Intersection;01/03/2001;01/01/2001 17:16;Bicyclist Ride Through - Sign-Controlled Intersection;111144;2007;B: Evident Injury;Residential;30-39;32;No;11-15 mph;O: No Injury;Black;Female;Passenger Car;No;No;Daylight;Urban (>70% Developed);2 lanes;2;Curve - Grade;Local Street;Dry;Two-Way, Divided, Unprotected Median;None;T-Intersection;Smooth Asphalt;Piedmont;Urban;30 - 35  MPH;Stop Sign;Clear;No;35.19942, -80.894005
110;111;Yes;0-5;5;No;Facing Traffic;C: Possible Injury;Travel Lane;Black;Male;None - Rural Crash;Robeson;No;01/01/2006;10/03/2007;Bicyclist Right Turn / Merge;13;Non-Intersection;01/03/2001;01/01/2001 12:59;Bicyclist Right Turn - Same Direction;312223;2007;C: Possible Injury;Residential;20-24;24;No;16-20 mph;O: No Injury;Black;Male;Passenger Car;No;No;Daylight;Rural (<30% Developed);2 lanes;2;Straight - Level;State Secondary Route;Dry;Two-Way, Not Divided;None;No Special Feature;Coarse Asphalt;Coastal;Rural;30 - 35  MPH;Double Yellow Line, No Passing Zone;Clear;No;34.8146, -78.960464
112;113;Yes;50-59;52;Yes;With Traffic;B: Evident Injury;Travel Lane;Black;Male;None - Rural Crash;Duplin;Yes;01/01/2007;11/03/2007;Motorist Failed to Yield - Sign-Controlled Intersection;19;Intersection;01/03/2001;01/01/2001 19:52;Motorist Drive Out - Sign-Controlled Intersection;111141;2007;B: Evident Injury;Farms, Woods, Pastures;40-49;46;No;11-15 mph;O: No Injury;White;Female;Van;No;No;Dark - Roadway Not Lighted;Rural (<30% Developed);2 lanes;2;Straight - Level;NC Route;Dry;Two-Way, Not Divided;None;T-Intersection;Coarse Asphalt;Coastal;Rural;50 - 55  MPH;Stop Sign;Clear;No;34.83176, -77.95218
114;115;Yes;20-24;23;No;With Traffic;B: Evident Injury;Travel Lane;White;Male;Goldsboro;Wayne;No;01/01/2002;13/03/2007;Bicyclist Left Turn / Merge;18;Intersection;01/03/2001;01/01/2001 18:04;Bicyclist Left Turn - Opposite Direction;111222;2007;B: Evident Injury;Residential;0-19;18;No;31-35 mph;O: No Injury;White;Female;Passenger Car;No;No;Daylight;Urban (>70% Developed);3 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Coastal;Urban;30 - 35  MPH;No Control Present;Clear;No;35.361355, -77.93335
124;125;Yes;10-juin;8;No;With Traffic;C: Possible Injury;Travel Lane;Black;Male;Durham;Durham;No;01/01/2002;29/05/2007;Loss of Control / Turning Error;18;Intersection-Related;01/05/2001;01/01/2001 18:32;Bicyclist Turning Error - Other;211116;2007;C: Possible Injury;Residential;60-69;66;No;21-25 mph;O: No Injury;Black;Male;Pickup;No;No;Daylight;Urban (>70% Developed);2 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;No Special Feature;Coarse Asphalt;Piedmont;Urban;30 - 35  MPH;Stop And Go Signal;Clear;No;35.991714, -78.91449
126;127;No;16-19;18;No;With Traffic;C: Possible Injury;Bike Lane / Paved Shoulder;White;Male;None - Rural Crash;Person;No;01/01/2005;16/03/2007;Bicyclist Left Turn / Merge;8;Intersection;01/03/2001;01/01/2001 08:44;Bicyclist Left Turn - Same Direction;121221;2007;C: Possible Injury;Farms, Woods, Pastures;70+;NA;No;0-5 mph;O: No Injury;White;Male;Passenger Car;No;No;Daylight;Rural (<30% Developed);3 lanes;2;Straight - Level;US Route;Wet;Two-Way, Divided, Unprotected Median;None;Four-Way Intersection;Smooth Asphalt;Piedmont;Rural;50 - 55  MPH;Stop And Go Signal;Cloudy;No;36.32585, -78.97471
139;140;Yes;10-juin;10;No;NA;B: Evident Injury;Travel Lane;White;Male;Matthews;Mecklenburg;No;01/01/2002;20/03/2007;Bicyclist Failed to Yield - Sign-Controlled Intersection;16;Intersection;01/03/2001;01/01/2001 16:33;Bicyclist Ride Through - Sign-Controlled Intersection;119144;2007;B: Evident Injury;Residential;0-19;18;No;21-25 mph;O: No Injury;White;Male;Passenger Car;No;No;Daylight;Urban (>70% Developed);2 lanes;2;Straight - Bottom;Local Street;Dry;Two-Way, Not Divided;None;T-Intersection;Coarse Asphalt;Piedmont;Urban;20 - 25  MPH;Stop Sign;Clear;No;35.09666, -80.71109
149;150;Yes;50-59;54;No;Not Applicable;C: Possible Injury;Non-Roadway;Black;Male;Wadesboro;Anson;No;01/01/2004;22/02/2007;Bicyclist Failed to Yield - Midblock;17;Non-Intersection;01/02/2001;01/01/2001 17:35;Bicyclist Ride Out - Midblock -;363319;2007;C: Possible Injury;Residential;60-69;65;No;6-10 mph;O: No Injury;Black;Male;Pickup;No;No;Daylight;Mixed (30% To 70% Developed);2 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;No Special Feature;Coarse Asphalt;Piedmont;Urban;30 - 35  MPH;No Control Present;Clear;No;34.97654, -80.085846
169;170;Yes;10-juin;6;No;NA;B: Evident Injury;Travel Lane;Hispanic;Male;None - Rural Crash;Caldwell;No;01/01/2006;31/03/2007;Crossing Paths - Other Circumstances;17;Intersection;01/03/2001;01/01/2001 17:56;Crossing Paths - Intersection - Other /;119180;2007;B: Evident Injury;Residential;60-69;66;No;21-25 mph;O: No Injury;White;Male;Passenger Car;No;No;Daylight;Urban (>70% Developed);2 lanes;2;Straight - Grade;State Secondary Route;Dry;Two-Way, Not Divided;None;T-Intersection;Smooth Asphalt;Mountains;Rural;20 - 25  MPH;No Control Present;Clear;No;35.85083, -81.60362
172;173;Yes;30-39;38;No;NA;A: Disabling Injury;Non-Roadway;Black;Male;Charlotte;Mecklenburg;No;01/01/2006;31/03/2007;Non-Roadway;19;Non-Roadway;01/03/2001;01/01/2001 19:14;Non-Roadway;460910;2007;A: Disabling Injury;Residential;NA;NA;Missing;6-10 mph;Injury;/Missing;NA;Passenger Car;No;Yes;Daylight;Urban (>70% Developed);NA;2;Straight - Level;Public Vehicular Area;Dry;NA;None;Driveway, Public;Smooth Asphalt;Piedmont;Urban;5 - 15 MPH;No Control Present;Clear;No;35.245174, -80.75186
183;184;Yes;16-19;16;No;Not Applicable;C: Possible Injury;NA;Black;Male;Ellerbe;Richmond;No;01/01/2003;04/04/2007;Bicyclist Failed to Yield - Midblock;15;Non-Intersection;01/04/2001;01/01/2001 15:38;Bicyclist Ride Out - Midblock -;393319;2007;C: Possible Injury;Commercial;50-59;59;No;21-25 mph;O: No Injury;White;Male;Pickup;No;No;Daylight;Urban (>70% Developed);2 lanes;2;Straight - Level;US Route;Dry;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Piedmont;Rural;20 - 25  MPH;No Control Present;Clear;No;35.06984, -79.76114
184;185;Yes;15-nov;11;No;With Traffic;A: Disabling Injury;Travel Lane;Black;Male;East Spencer;Rowan;No;01/01/2003;04/04/2007;Bicyclist Failed to Yield - Sign-Controlled Intersection;10;Intersection;01/04/2001;01/01/2001 10:34;Bicyclist Ride Out - Sign-Controlled Intersection;111142;2007;A: Disabling Injury;Residential;20-24;24;No;26-30 mph;O: No Injury;Black;Female;Passenger Car;No;No;Daylight;Urban (>70% Developed);2 lanes;2;Straight - Hillcrest;Local Street;Dry;Two-Way, Not Divided;None;No Special Feature;Coarse Asphalt;Piedmont;Rural;30 - 35  MPH;Stop Sign;Clear;No;35.68668, -80.42781
198;199;No;40-49;43;No;With Traffic;Injury;Travel Lane;White;Male;Reidsville;Rockingham;No;01/01/2006;10/03/2007;Motorist Failed to Yield - Signalized Intersection;12;Intersection;01/03/2001;01/01/2001 12:44;Motorist Drive Through - Signalized Intersection;111154;2007;Injury;Commercial;30-39;38;No;16-20 mph;Injury;White;Male;Passenger Car;No;No;Daylight;Urban (>70% Developed);3 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;Four-Way Intersection;Smooth Asphalt;Piedmont;Urban;40 - 45  MPH;Stop And Go Signal;Clear;No;36.32494, -79.68673
201;202;Yes;10-juin;8;No;With Traffic;B: Evident Injury;Travel Lane;Hispanic;Male;Raleigh;Wake;No;01/01/2002;10/04/2007;Bicyclist Left Turn / Merge;17;Intersection-Related;01/04/2001;01/01/2001 17:43;Bicyclist Left Turn - Opposite Direction;211222;2007;B: Evident Injury;Residential;40-49;41;No;26-30 mph;O: No Injury;Black;Female;Passenger Car;No;No;Daylight;Urban (>70% Developed);2 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;Four-Way Intersection;Coarse Asphalt;Piedmont;Urban;30 - 35  MPH;Stop Sign;Clear;No;35.846447, -78.571465
202;203;Yes;16-19;16;No;Facing Traffic;B: Evident Injury;Sidewalk / Crosswalk / Driveway Crossing;Black;Male;Charlotte;Mecklenburg;No;01/01/2002;03/07/2007;Motorist Failed to Yield - Sign-Controlled Intersection;13;Intersection;01/07/2001;01/01/2001 13:24;Motorist Drive Out - Sign-Controlled Intersection;132141;2007;B: Evident Injury;Residential;25-29;29;No;0-5 mph;O: No Injury;White;Female;Passenger Car;No;No;Daylight;Urban (>70% Developed);2 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Divided, Unprotected Median;None;T-Intersection;Smooth Asphalt;Piedmont;Urban;30 - 35  MPH;Stop Sign;Clear;No;35.22908, -80.74451
203;204;Yes;16-19;18;No;Not Applicable;B: Evident Injury;NA;Black;Female;Durham;Durham;No;01/01/2002;03/07/2007;Motorist Left Turn / Merge;22;Intersection-Related;01/07/2001;01/01/2001 22:49;Motorist Left Turn - Opposite Direction;293212;2007;B: Evident Injury;Commercial;NA;NA;Missing;31-35 mph;Injury;/Missing;NA;Passenger Car;No;Yes;Dark - Roadway Not Lighted;Urban (>70% Developed);2 lanes;2;Straight - Grade;Local Street;Dry;Two-Way, Not Divided;None;Four-Way Intersection;Smooth Asphalt;Piedmont;Urban;30 - 35  MPH;Stop And Go Signal;Clear;No;36.00735, -78.885544
205;206;Yes;30-39;35;No;Facing Traffic;C: Possible Injury;Travel Lane;White;Female;Burlington;Alamance;No;01/01/2004;12/04/2007;Motorist Failed to Yield - Sign-Controlled Intersection;13;Intersection;01/04/2001;01/01/2001 13:44;Motorist Drive Out - Sign-Controlled Intersection;112141;2007;C: Possible Injury;Commercial;30-39;32;No;0-5 mph;O: No Injury;Black;Female;Sport Utility;No;No;Daylight;Urban (>70% Developed);5 lanes;2;Straight - Grade;Local Street;Dry;Two-Way, Not Divided;None;T-Intersection;Smooth Asphalt;Piedmont;Urban;40 - 45  MPH;Stop Sign;Clear;No;36.074574, -79.42785
211;212;Yes;16-19;16;No;Facing Traffic;C: Possible Injury;Travel Lane;White;Male;Jacksonville;Onslow;No;01/01/2005;13/04/2007;Motorist Failed to Yield - Midblock;17;Non-Intersection;01/04/2001;01/01/2001 17:34;Motorist Drive Out - Commercial Driveway / Alley;312322;2007;C: Possible Injury;Commercial;50-59;53;No;0-5 mph;O: No Injury;White;Male;Van;No;No;Daylight;Urban (>70% Developed);5 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;Driveway, Public;Smooth Asphalt;Coastal;Urban;40 - 45  MPH;No Control Present;Clear;No;34.77783, -77.414406
220;221;Yes;10-juin;10;No;Not Applicable;B: Evident Injury;Driveway / Alley;White;Male;None - Rural Crash;Chatham;No;01/01/2002;17/04/2007;Bicyclist Failed to Yield - Midblock;17;Non-Intersection;01/04/2001;01/01/2001 17:17;Bicyclist Ride Out - Residential Driveway;353311;2007;B: Evident Injury;Farms, Woods, Pastures;25-29;26;No;11-15 mph;O: No Injury;White;Male;Passenger Car;No;No;Daylight;Rural (<30% Developed);2 lanes;2;Straight - Level;State Secondary Route;Dry;Two-Way, Not Divided;None;Driveway, Private;Coarse Asphalt;Piedmont;Rural;30 - 35  MPH;No Control Present;Clear;No;35.856655, -79.08671
238;239;Yes;16-19;18;No;NA;B: Evident Injury;Non-Roadway;White;Male;Durham;Durham;No;NA;09/07/2007;Non-Roadway;12;Non-Roadway;01/07/2001;01/01/2001 12:08;Non-Roadway;460910;2007;B: Evident Injury;Commercial;30-39;32;No;6-10 mph;O: No Injury;White;Female;Passenger Car;No;No;Daylight;Urban (>70% Developed);2 lanes;2;Curve - Level;Public Vehicular Area;Dry;Two-Way, Divided, Unprotected Median;None;Driveway, Public;Smooth Asphalt;Piedmont;Urban;5 - 15 MPH;No Control Present;Clear;No;36.019897, -78.91253
246;247;No;30-39;36;No;With Traffic;O: No Injury;Travel Lane;Black;Male;Charlotte;Mecklenburg;No;NA;23/07/2007;Motorist Overtaking Bicyclist;17;Non-Intersection;01/07/2001;01/01/2001 17:06;Motorist Overtaking - Bicyclist Swerved;311235;2007;O: No Injury;Residential;40-49;45;No;31-35 mph;O: No Injury;White;Female;Passenger Car;No;No;Daylight;Urban (>70% Developed);2 lanes;2;Straight - Grade;Local Street;Dry;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Piedmont;Urban;30 - 35  MPH;No Control Present;Clear;No;35.233204, -80.882576
247;248;No;70+;NA;No;With Traffic;C: Possible Injury;Travel Lane;White;Male;Charlotte;Mecklenburg;No;01/01/2006;07/07/2007;Bicyclist Left Turn / Merge;21;Non-Intersection;01/07/2001;01/01/2001 21:29;Bicyclist Left Turn - Same Direction;311221;2007;C: Possible Injury;Residential;20-24;21;No;36-40 mph;O: No Injury;Hispanic;Female;Passenger Car;No;No;Daylight;Urban (>70% Developed);2 lanes;2;Straight - Hillcrest;Local Street;Dry;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Piedmont;Urban;40 - 45  MPH;No Control Present;Clear;No;35.309444, -80.93925
248;249;Yes;15-nov;11;No;Not Applicable;C: Possible Injury;Driveway / Alley;White;Male;None - Rural Crash;Granville;No;01/01/2003;25/04/2007;Bicyclist Failed to Yield - Midblock;20;Non-Intersection;01/04/2001;01/01/2001 20:09;Bicyclist Ride Out - Residential Driveway;353311;2007;C: Possible Injury;Farms, Woods, Pastures;NA;NA;Missing;NA;Injury;/Missing;NA;NA;No;Yes;Dusk;Rural (<30% Developed);2 lanes;2;Straight - Level;State Secondary Route;Dry;Two-Way, Not Divided;None;Driveway, Private;Smooth Asphalt;Piedmont;Rural;40 - 45  MPH;No Control Present;Clear;No;36.20691, -78.68547
249;250;No;40-49;45;No;Facing Traffic;B: Evident Injury;Travel Lane;White;Male;Wilson;Wilson;No;01/01/2003;25/04/2007;Motorist Failed to Yield - Sign-Controlled Intersection;8;Intersection;01/04/2001;01/01/2001 08:42;Motorist Drive Out - Sign-Controlled Intersection;112141;2007;B: Evident Injury;Residential;20-24;22;No;6-10 mph;O: No Injury;Black;Female;Passenger Car;No;No;Daylight;Urban (>70% Developed);4 lanes;2;Straight - Hillcrest;Local Street;Dry;Two-Way, Not Divided;None;No Special Feature;Coarse Asphalt;Coastal;Urban;40 - 45  MPH;Stop Sign;Clear;No;35.710075, -77.94293
254;255;Yes;50-59;52;No;With Traffic;B: Evident Injury;Travel Lane;White;Female;None - Rural Crash;Stanly;No;01/01/2004;26/04/2007;Motorist Overtaking Bicyclist;13;Non-Intersection;01/04/2001;01/01/2001 13:32;Motorist Overtaking - Other /;311239;2007;B: Evident Injury;Institutional;70+;NA;No;36-40 mph;O: No Injury;White;Female;Passenger Car;No;No;Daylight;Mixed (30% To 70% Developed);2 lanes;2;Straight - Grade;State Secondary Route;Dry;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Piedmont;Rural;50 - 55  MPH;Double Yellow Line, No Passing Zone;Clear;No;35.411285, -80.233
256;257;No;20-24;24;No;With Traffic;B: Evident Injury;Sidewalk / Crosswalk / Driveway Crossing;White;Male;Mint Hill;Mecklenburg;No;01/01/2005;27/04/2007;Motorist Failed to Yield - Midblock;20;Non-Intersection;01/04/2001;01/01/2001 20:29;Motorist Drive Out - Commercial Driveway / Alley;331322;2007;B: Evident Injury;Commercial;30-39;34;No;0-5 mph;O: No Injury;White;Male;Passenger Car;No;No;Dusk;Urban (>70% Developed);3 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;Driveway, Public;Smooth Asphalt;Piedmont;Urban;40 - 45  MPH;Stop Sign;Clear;No;35.188053, -80.69164
258;259;Yes;25-29;26;No;With Traffic;C: Possible Injury;Travel Lane;White;Male;Charlotte;Mecklenburg;No;01/01/2004;26/07/2007;Motorist Left Turn / Merge;21;Intersection;01/07/2001;01/01/2001 21:02;Motorist Left Turn - Opposite Direction;111212;2007;C: Possible Injury;Residential;50-59;57;No;11-15 mph;O: No Injury;Black;Male;Passenger Car;No;No;Dark - Lighted Roadway;Urban (>70% Developed);2 lanes;2;Curve - Level;Local Street;Dry;Two-Way, Not Divided;None;T-Intersection;Smooth Asphalt;Piedmont;Urban;20 - 25  MPH;Stop Sign;Clear;No;35.215626, -80.81495
260;261;Yes;50-59;53;No;Facing Traffic;A: Disabling Injury;Travel Lane;Black;Male;Winston-Salem;Forsyth;No;01/01/2007;29/04/2007;Bicyclist Failed to Yield - Sign-Controlled Intersection;20;Intersection;01/04/2001;01/01/2001 20:34;Bicyclist Ride Through - Sign-Controlled Intersection;112144;2007;A: Disabling Injury;Residential;70+;NA;No;31-35 mph;B: Evident Injury;Black;Male;Passenger Car;No;No;Dark - Lighted Roadway;Urban (>70% Developed);3 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;T-Intersection;Smooth Asphalt;Piedmont;Urban;30 - 35  MPH;Stop Sign;Clear;No;36.100372, -80.22693
264;265;Yes;15-nov;14;No;With Traffic;C: Possible Injury;Travel Lane;Asian;Male;Charlotte;Mecklenburg;No;01/01/2007;29/04/2007;Motorist Overtaking Bicyclist;14;Non-Intersection;01/04/2001;01/01/2001 14:14;Motorist Overtaking - Misjudged Space;311232;2007;C: Possible Injury;Commercial;NA;NA;Missing;11-15 mph;Injury;/Missing;NA;NA;No;Yes;Daylight;Urban (>70% Developed);2 lanes;2;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Piedmont;Urban;5 - 15 MPH;No Control Present;Clear;No;35.097996, -80.77862
